Date,Country,Rank,Artist,Track
2026-06-21,Israel,3,Olivia Rodrigo,drop dead
2026-06-21,Israel,4,Olivia Rodrigo,my way
2026-06-21,Israel,5,Olivia Rodrigo,honeybee
2026-06-21,Saudi Arabia,1,Malcolm Todd,Earrings
2026-06-21,Saudi Arabia,2,Olivia Rodrigo,stupid song
2026-06-21,Saudi Arabia,3,Olivia Rodrigo,the cure
2026-06-21,Saudi Arabia,4,Ariana Grande,hate that i made you love me
2026-06-21,Saudi Arabia,5,Olivia Rodrigo,honeybee
2026-06-21,United Arab Emirates,1,Malcolm Todd,Earrings
2026-06-21,United Arab Emirates,2,Olivia Rodrigo,the cure
2026-06-21,United Arab Emirates,3,Olivia Rodrigo,stupid song
2026-06-21,United Arab Emirates,4,Ariana Grande,hate that i made you love me
2026-06-21,United Arab Emirates,5,Olivia Rodrigo,drop dead
2026-06-21,Taiwan,1,Olivia Rodrigo,stupid song
2026-06-21,Taiwan,2,Olivia Rodrigo,drop dead
2026-06-21,Taiwan,3,Olivia Rodrigo,the cure
2026-06-21,Taiwan,4,Ariana Grande,hate that i made you love me
2026-06-21,Taiwan,5,Olivia Rodrigo,honeybee
2026-06-21,Ecuador,1,BTS,Come Over
2026-06-21,Ecuador,2,BTS,Body to Body
2026-06-21,Ecuador,3,BTS,2.0
2026-06-21,Ecuador,4,BTS,SWIM
2026-06-21,Ecuador,5,BTS,Hooligan
2026-06-21,Venezuela,1,BTS,Come Over
2026-06-21,Venezuela,2,BTS,Body to Body
2026-06-21,Venezuela,3,BTS,SWIM
2026-06-21,Venezuela,4,BTS,Hooligan
2026-06-21,Venezuela,5,BTS,2.0
2026-06-21,Uruguay,1,Olivia Rodrigo,stupid song
2026-06-21,Uruguay,2,Olivia Rodrigo,the cure
2026-06-21,Uruguay,3,Olivia Rodrigo,drop dead
2026-06-21,Uruguay,4,Olivia Rodrigo,honeybee
2026-06-21,Uruguay,5,Olivia Rodrigo,my way
2026-06-21,Costa Rica,1,Olivia Rodrigo,stupid song
2026-06-21,Costa Rica,2,Olivia Rodrigo,the cure
2026-06-21,Costa Rica,3,Olivia Rodrigo,drop dead
2026-06-21,Costa Rica,4,Olivia Rodrigo,honeybee
2026-06-21,Costa Rica,5,Olivia Rodrigo,maggots for brains
2026-06-21,Panama,1,BTS,Come Over
2026-06-21,Panama,2,BTS,SWIM
2026-06-21,Panama,3,BTS,Body to Body
2026-06-21,Panama,4,BTS,2.0
2026-06-21,Panama,5,BTS,Hooligan
2026-06-21,Dominican Republic,1,BTS,Come Over
2026-06-21,Dominican Republic,2,BTS,SWIM
2026-06-21,Dominican Republic,3,BTS,Body to Body
2026-06-21,Dominican Republic,4,BTS,2.0
2026-06-21,Dominican Republic,5,BTS,Hooligan
2026-06-21,Jamaica,1,Malcolm Todd,Earrings
2026-06-21,Jamaica,2,Olivia Rodrigo,stupid song
2026-06-21,Jamaica,3,Olivia Rodrigo,drop dead
2026-06-21,Jamaica,4,Olivia Rodrigo,the cure
2026-06-21,Jamaica,5,Ariana Grande,hate that i made you love me
2026-06-21,Iceland,1,Olivia Rodrigo,stupid song
2026-06-21,Iceland,2,Olivia Rodrigo,the cure
2026-06-21,Iceland,3,PinkPantheress,Stateside + Zara Larsson
2026-06-21,Iceland,4,Olivia Rodrigo,honeybee
2026-06-21,Iceland,5,Olivia Rodrigo,drop dead
2026-06-21,Croatia,1,Olivia Rodrigo,stupid song
2026-06-21,Croatia,2,Olivia Rodrigo,the cure
2026-06-21,Croatia,3,Olivia Rodrigo,drop dead
2026-06-21,Croatia,4,Olivia Rodrigo,maggots for brains
2026-06-21,Croatia,5,Olivia Rodrigo,honeybee
2026-06-21,Serbia,1,Olivia Rodrigo,stupid song
2026-06-21,Serbia,2,Olivia Rodrigo,the cure
2026-06-21,Serbia,3,Buba Corelli,Topovska
2026-06-21,Serbia,4,Olivia Rodrigo,drop dead
2026-06-21,Serbia,5,Olivia Rodrigo,my way
2026-06-21,Bulgaria,1,Olivia Rodrigo,stupid song
2026-06-21,Bulgaria,2,Simona,Прахосмукачка
2026-06-21,Bulgaria,3,Olivia Rodrigo,the cure
2026-06-21,Bulgaria,4,Olivia Rodrigo,drop dead
2026-06-21,Bulgaria,5,PinkPantheress,Stateside + Zara Larsson
2026-06-21,Romania,1,Olivia Rodrigo,stupid song
2026-06-21,Romania,2,Olivia Rodrigo,the cure
2026-06-21,Romania,3,PinkPantheress,Stateside + Zara Larsson
2026-06-21,Romania,4,Olivia Rodrigo,drop dead
2026-06-21,Romania,5,Olivia Rodrigo,my way
2026-06-21,Slovakia,1,Olivia Rodrigo,stupid song
2026-06-21,Slovakia,2,Olivia Rodrigo,drop dead
2026-06-21,Slovakia,3,Olivia Rodrigo,the cure
2026-06-21,Slovakia,4,Olivia Rodrigo,my way
2026-06-21,Slovakia,5,Olivia Rodrigo,honeybee
2026-06-21,Czech Republic,1,Olivia Rodrigo,stupid song
2026-06-21,Czech Republic,2,Olivia Rodrigo,the cure
2026-06-21,Czech Republic,3,Olivia Rodrigo,drop dead
2026-06-21,Czech Republic,4,Olivia Rodrigo,my way
2026-06-21,Czech Republic,5,Olivia Rodrigo,maggots for brains
2026-06-21,Hungary,1,Olivia Rodrigo,stupid song
2026-06-21,Hungary,2,Olivia Rodrigo,the cure
2026-06-21,Hungary,3,Olivia Rodrigo,drop dead
2026-06-21,Hungary,4,Olivia Rodrigo,honeybee
2026-06-21,Hungary,5,Olivia Rodrigo,my way
2026-06-21,Lithuania,1,Ba.,5K. PAROJE
2026-06-21,Lithuania,2,Ba.,(PA)LAIKAI MANE
2026-06-21,Lithuania,3,Ba.,APMAUDU
2026-06-21,Lithuania,4,Olivia Rodrigo,stupid song
2026-06-21,Lithuania,5,Olivia Rodrigo,the cure
2026-06-21,Latvia,1,Olivia Rodrigo,stupid song
2026-06-21,Latvia,2,Olivia Rodrigo,the cure
2026-06-21,Latvia,3,Olivia Rodrigo,drop dead
2026-06-21,Latvia,4,Olivia Rodrigo,honeybee
2026-06-21,Latvia,5,PinkPantheress,Stateside + Zara Larsson
2026-06-21,Estonia,1,Olivia Rodrigo,stupid song
2026-06-21,Estonia,2,Olivia Rodrigo,the cure
2026-06-21,Estonia,3,villemdrillem,mr. atškoo
2026-06-21,Estonia,4,Nublu,kesselaid
2026-06-21,Estonia,5,Olivia Rodrigo,drop dead
2026-06-21,Luxembourg,1,Olivia Rodrigo,stupid song
2026-06-21,Luxembourg,2,Olivia Rodrigo,the cure
2026-06-21,Luxembourg,3,Olivia Rodrigo,drop dead
2026-06-21,Luxembourg,4,Olivia Rodrigo,honeybee
2026-06-21,Luxembourg,5,Olivia Rodrigo,my way
2026-06-21,Morocco,1,Stormy,SKI
2026-06-21,Morocco,2,Malcolm Todd,Earrings
2026-06-21,Morocco,3,DIZZY DROS,LAMARA
2026-06-21,Morocco,4,Olivia Rodrigo,stupid song
2026-06-21,Morocco,5,Ariana Grande,hate that i made you love me
2026-06-21,Kenya,1,BTS,Come Over
2026-06-21,Kenya,2,Drake,Janice STFU
2026-06-21,Kenya,3,BTS,SWIM
2026-06-21,Kenya,4,BTS,Body to Body
2026-06-21,Kenya,5,BTS,NORMAL
2026-06-21,Nigeria,1,BTS,Come Over
2026-06-21,Nigeria,2,BTS,SWIM
2026-06-21,Nigeria,3,Asake,Gratitude
2026-06-21,Nigeria,4,Asake,Forgiveness
2026-06-21,Nigeria,5,BTS,Body to Body
2026-06-21,Ghana,1,BTS,SWIM
2026-06-21,Ghana,2,BTS,Come Over
2026-06-21,Ghana,3,BTS,2.0
2026-06-21,Ghana,4,BTS,Body to Body
2026-06-21,Ghana,5,BTS,Hooligan
2026-06-21,Pakistan,1,BTS,Come Over
2026-06-21,Pakistan,2,BTS,SWIM
2026-06-21,Pakistan,3,BTS,Body to Body
2026-06-21,Pakistan,4,BTS,Hooligan
2026-06-21,Pakistan,5,BTS,they don’t know ’bout us
2026-06-21,Bangladesh,1,BTS,Come Over
2026-06-21,Bangladesh,2,BTS,SWIM
2026-06-21,Bangladesh,3,BTS,Body to Body
2026-06-21,Bangladesh,4,BTS,2.0
2026-06-21,Bangladesh,5,BTS,NORMAL
2026-06-21,Sri Lanka,1,BTS,Come Over
2026-06-21,Sri Lanka,2,BTS,SWIM
2026-06-21,Sri Lanka,3,BTS,Body to Body
2026-06-21,Sri Lanka,4,BTS,2.0
2026-06-21,Sri Lanka,5,BTS,Hooligan
2026-06-28,United States,1,Olivia Rodrigo,stupid song
2026-06-28,United States,2,Olivia Rodrigo,the cure
2026-06-28,United States,3,Malcolm Todd,Earrings
2026-06-28,United States,4,Olivia Rodrigo,drop dead
2026-06-28,United States,5,Olivia Rodrigo,expectations
2026-06-28,United Kingdom,1,Olivia Rodrigo,the cure
2026-06-28,United Kingdom,2,Olivia Rodrigo,stupid song
2026-06-28,United Kingdom,3,Olivia Rodrigo,drop dead
2026-06-28,United Kingdom,4,Olivia Rodrigo,expectations
2026-06-28,United Kingdom,5,Olivia Rodrigo,my way
2026-06-28,Canada,1,Olivia Rodrigo,stupid song
2026-06-28,Canada,2,Olivia Rodrigo,the cure
2026-06-28,Canada,3,Malcolm Todd,Earrings
2026-06-28,Canada,4,Olivia Rodrigo,drop dead
2026-06-28,Canada,5,Olivia Rodrigo,maggots for brains
2026-06-28,Australia,1,Olivia Rodrigo,the cure
2026-06-28,Australia,2,Olivia Rodrigo,stupid song
2026-06-28,Australia,3,Malcolm Todd,Earrings
2026-06-28,Australia,4,Olivia Rodrigo,drop dead
2026-06-28,Australia,5,Olivia Rodrigo,expectations
2026-06-28,New Zealand,1,Olivia Rodrigo,the cure
2026-06-28,New Zealand,2,Olivia Rodrigo,stupid song
2026-06-28,New Zealand,3,Malcolm Todd,Earrings
2026-06-28,New Zealand,4,Olivia Rodrigo,drop dead
2026-06-28,New Zealand,5,Olivia Rodrigo,honeybee
2026-06-28,Germany,1,Olivia Rodrigo,the cure
2026-06-28,Germany,2,Olivia Rodrigo,stupid song
2026-06-28,Germany,3,The Killers,Mr. Brightside
2026-06-28,Germany,4,KitschKrieg,Gut Genug (mit Blumengarten & Shirin David)
2026-06-28,Germany,5,Temper City,Self Aware
2026-06-28,France,1,Aya Nakamura,Sexy Nana
2026-06-28,France,2,Olivia Rodrigo,stupid song
2026-06-28,France,3,Olivia Rodrigo,the cure
2026-06-28,France,4,La Fève,FINIS-LES
2026-06-28,France,5,Disiz,melodrama
2026-06-28,Italy,1,Artie 5ive,SWAG MUSIC
2026-06-28,Italy,2,G.Mineiro,Splinter Cell
2026-06-28,Italy,3,Olivia Rodrigo,stupid song
2026-06-28,Italy,4,Anna,WHITE GIRL WASTED
2026-06-28,Italy,5,Olivia Rodrigo,the cure
2026-06-28,Spain,1,Olivia Rodrigo,stupid song
2026-06-28,Spain,2,Olivia Rodrigo,the cure
2026-06-28,Spain,3,Olivia Rodrigo,drop dead
2026-06-28,Spain,4,Olivia Rodrigo,honeybee
2026-06-28,Spain,5,Olivia Rodrigo,maggots for brains
2026-06-28,Netherlands,1,Olivia Rodrigo,the cure
2026-06-28,Netherlands,2,Olivia Rodrigo,stupid song
2026-06-28,Netherlands,3,Olivia Rodrigo,drop dead
2026-06-28,Netherlands,4,Olivia Rodrigo,expectations
2026-06-28,Netherlands,5,PinkPantheress,Stateside + Zara Larsson
2026-06-28,Belgium,1,Olivia Rodrigo,stupid song
2026-06-28,Belgium,2,Olivia Rodrigo,the cure
2026-06-28,Belgium,3,Olivia Rodrigo,drop dead
2026-06-28,Belgium,4,Olivia Rodrigo,honeybee
2026-06-28,Belgium,5,PinkPantheress,Stateside + Zara Larsson
2026-06-28,Austria,1,Olivia Rodrigo,the cure
2026-06-28,Austria,2,Olivia Rodrigo,stupid song
2026-06-28,Austria,3,Olivia Rodrigo,drop dead
2026-06-28,Austria,4,PinkPantheress,Stateside + Zara Larsson
2026-06-28,Austria,5,The Killers,Mr. Brightside
2026-06-28,Switzerland,1,Olivia Rodrigo,the cure
2026-06-28,Switzerland,2,Olivia Rodrigo,stupid song
2026-06-28,Switzerland,3,Dominic Fike,Babydoll
2026-06-28,Switzerland,4,Temper City,Self Aware
2026-06-28,Switzerland,5,Olivia Rodrigo,drop dead
2026-06-28,Sweden,1,Glenmark Eriksson Strömstedt,När vi gräver guld i USA
2026-06-28,Sweden,2,PinkPantheress,Stateside + Zara Larsson
2026-06-28,Sweden,3,Olivia Rodrigo,the cure
2026-06-28,Sweden,4,Olivia Rodrigo,stupid song
2026-06-28,Sweden,5,Zara Larsson,Midnight Sun
2026-06-28,Norway,1,Olivia Rodrigo,stupid song
2026-06-28,Norway,2,PinkPantheress,Stateside + Zara Larsson
2026-06-28,Norway,3,Ariana Grande,hate that i made you love me
2026-06-28,Norway,4,Olivia Rodrigo,the cure
2026-06-28,Norway,5,Malcolm Todd,Earrings
2026-06-28,Denmark,1,Lamin,Cohiba
2026-06-28,Denmark,2,Lamin,Hold Mit Tempo
2026-06-28,Denmark,3,KESI,Drukner
2026-06-28,Denmark,4,Lamin,Låst Inde
2026-06-28,Denmark,5,Lamin,Sober
2026-06-28,Finland,1,louna0nline,m0ti0n
2026-06-28,Finland,2,Vet Pillows,Rakkauden kesä
2026-06-28,Finland,3,PinkPantheress,Stateside + Zara Larsson
2026-06-28,Finland,4,Jami Faltin,Valokuvii
2026-06-28,Finland,5,louna0nline,kevät tulee kun sä palaat
2026-06-28,Poland,1,PinkPantheress,Stateside + Zara Larsson
2026-06-28,Poland,2,Olivia Rodrigo,the cure
2026-06-28,Poland,3,Olivia Rodrigo,stupid song
2026-06-28,Poland,4,Olivia Rodrigo,drop dead
2026-06-28,Poland,5,Olivia Rodrigo,my way
2026-06-28,Portugal,1,Olivia Rodrigo,stupid song
2026-06-28,Portugal,2,Olivia Rodrigo,the cure
2026-06-28,Portugal,3,Olivia Rodrigo,honeybee
2026-06-28,Portugal,4,Olivia Rodrigo,drop dead
2026-06-28,Portugal,5,Olivia Rodrigo,my way
2026-06-28,Greece,1,Light,Adam & Eve
2026-06-28,Greece,2,Snik,KLEIDIA
2026-06-28,Greece,3,Olivia Rodrigo,stupid song
2026-06-28,Greece,4,Olivia Rodrigo,the cure
2026-06-28,Greece,5,Rack,PALOMA
2026-06-28,Ireland,1,Olivia Rodrigo,the cure
2026-06-28,Ireland,2,Olivia Rodrigo,stupid song
2026-06-28,Ireland,3,Olivia Rodrigo,expectations
2026-06-28,Ireland,4,Olivia Rodrigo,drop dead
2026-06-28,Ireland,5,Olivia Rodrigo,my way
2026-06-28,Mexico,1,BTS,SWIM
2026-06-28,Mexico,2,BTS,Body to Body
2026-06-28,Mexico,3,BTS,Hooligan
2026-06-28,Mexico,4,BTS,2.0
2026-06-28,Mexico,5,BTS,Merry Go Round
2026-06-28,Brazil,1,Olivia Rodrigo,the cure
2026-06-28,Brazil,2,Olivia Rodrigo,stupid song
2026-06-28,Brazil,3,Olivia Rodrigo,honeybee
2026-06-28,Brazil,4,Olivia Rodrigo,my way
2026-06-28,Brazil,5,Olivia Rodrigo,drop dead
2026-06-28,Argentina,1,Olivia Rodrigo,the cure
2026-06-28,Argentina,2,Olivia Rodrigo,stupid song
2026-06-28,Argentina,3,Olivia Rodrigo,honeybee
2026-06-28,Argentina,4,Olivia Rodrigo,my way
2026-06-28,Argentina,5,Olivia Rodrigo,expectations
2026-06-28,Chile,1,Olivia Rodrigo,the cure
2026-06-28,Chile,2,Olivia Rodrigo,stupid song
2026-06-28,Chile,3,Olivia Rodrigo,honeybee
2026-06-28,Chile,4,BTS,Hooligan
2026-06-28,Chile,5,BTS,SWIM
2026-06-28,Colombia,1,BTS,SWIM
2026-06-28,Colombia,2,BTS,Body to Body
2026-06-28,Colombia,3,BTS,Hooligan
2026-06-28,Colombia,4,BTS,2.0
2026-06-28,Colombia,5,BTS,they don’t know ’bout us
2026-06-28,Peru,1,BTS,Hooligan
2026-06-28,Peru,2,BTS,SWIM
2026-06-28,Peru,3,BTS,Body to Body
2026-06-28,Peru,4,BTS,2.0
2026-06-28,Peru,5,BTS,they don’t know ’bout us
2026-06-28,Japan,1,米津玄師,烏 - Raven
2026-06-28,Japan,2,ILLIT,IT'S ME
2026-06-28,Japan,3,Olivia Rodrigo,stupid song
2026-06-28,Japan,4,Olivia Rodrigo,the cure
2026-06-28,Japan,5,サカナクション,夜の踊り子
2026-06-28,India,1,BTS,Body to Body
2026-06-28,India,2,BTS,SWIM
2026-06-28,India,3,BTS,Hooligan
2026-06-28,India,4,BTS,Merry Go Round
2026-06-28,India,5,BTS,Come Over
2026-06-28,Indonesia,1,BTS,SWIM
2026-06-28,Indonesia,2,BTS,Body to Body
2026-06-28,Indonesia,3,BTS,Hooligan
2026-06-28,Indonesia,4,BTS,2.0
2026-06-28,Indonesia,5,BTS,Come Over
2026-06-28,Thailand,1,Ariana Grande,hate that i made you love me
2026-06-28,Thailand,2,Malcolm Todd,Earrings
2026-06-28,Thailand,3,Olivia Rodrigo,stupid song
2026-06-28,Thailand,4,Olivia Rodrigo,drop dead
2026-06-28,Thailand,5,Olivia Rodrigo,the cure
2026-06-28,Philippines,1,Olivia Rodrigo,the cure
2026-06-28,Philippines,2,Malcolm Todd,Earrings
2026-06-28,Philippines,3,Olivia Rodrigo,drop dead
2026-06-28,Philippines,4,Olivia Rodrigo,stupid song
2026-06-28,Philippines,5,Ariana Grande,hate that i made you love me
2026-06-28,Malaysia,1,Ariana Grande,hate that i made you love me
2026-06-28,Malaysia,2,Malcolm Todd,Earrings
2026-06-28,Malaysia,3,Olivia Rodrigo,the cure
2026-06-28,Malaysia,4,Olivia Rodrigo,stupid song
2026-06-28,Malaysia,5,Olivia Rodrigo,drop dead
2026-06-28,Singapore,1,Olivia Rodrigo,stupid song
2026-06-28,Singapore,2,Olivia Rodrigo,the cure
2026-06-28,Singapore,3,Ariana Grande,hate that i made you love me
2026-06-28,Singapore,4,Olivia Rodrigo,drop dead
2026-06-28,Singapore,5,Malcolm Todd,Earrings
2026-06-28,Ukraine,1,Tame Impala,Dracula
2026-06-28,Ukraine,2,Olivia Rodrigo,stupid song
2026-06-28,Ukraine,3,Olivia Rodrigo,the cure
2026-06-28,Ukraine,4,Olivia Rodrigo,my way
2026-06-28,Ukraine,5,Olivia Rodrigo,expectations
2026-06-28,Turkey,1,Manifest,Hileli
2026-06-28,Turkey,2,Manifest,Daha İyi
2026-06-28,Turkey,3,Motive,Yin Yang
2026-06-28,Turkey,4,Manifest,Snap
2026-06-28,Turkey,5,Manifest,KTS
2026-06-28,South Africa,1,Malcolm Todd,Earrings
2026-06-28,South Africa,2,Olivia Rodrigo,the cure
2026-06-28,South Africa,3,Olivia Rodrigo,stupid song
2026-06-28,South Africa,4,Ariana Grande,hate that i made you love me
2026-06-28,South Africa,5,Olivia Rodrigo,honeybee
2026-06-28,Egypt,1,Michael Jackson,Chicago
2026-06-28,Egypt,2,Malcolm Todd,Earrings
2026-06-28,Egypt,3,Michael Jackson,Billie Jean
2026-06-28,Egypt,4,The Marías,No One Noticed
2026-06-28,Egypt,5,Dominic Fike,Babydoll
2026-06-28,Israel,1,Olivia Rodrigo,stupid song
2026-06-28,Israel,2,Olivia Rodrigo,the cure
2026-06-28,Israel,3,Olivia Rodrigo,my way
2026-06-28,Israel,4,Olivia Rodrigo,drop dead
2026-06-28,Israel,5,Olivia Rodrigo,expectations
2026-06-28,Saudi Arabia,1,Malcolm Todd,Earrings
2026-06-28,Saudi Arabia,2,Ariana Grande,hate that i made you love me
2026-06-28,Saudi Arabia,3,Olivia Rodrigo,the cure
2026-06-28,Saudi Arabia,4,Olivia Rodrigo,stupid song
2026-06-28,Saudi Arabia,5,PinkPantheress,Stateside + Zara Larsson
2026-06-28,United Arab Emirates,1,Malcolm Todd,Earrings
2026-06-28,United Arab Emirates,2,Olivia Rodrigo,the cure
2026-06-28,United Arab Emirates,3,Olivia Rodrigo,stupid song
2026-06-28,United Arab Emirates,4,Ariana Grande,hate that i made you love me
2026-06-28,United Arab Emirates,5,F3miii,NOBLE
2026-06-28,Taiwan,1,Olivia Rodrigo,stupid song
2026-06-28,Taiwan,2,Olivia Rodrigo,the cure
2026-06-28,Taiwan,3,Ariana Grande,hate that i made you love me
2026-06-28,Taiwan,4,Olivia Rodrigo,drop dead
2026-06-28,Taiwan,5,Olivia Rodrigo,maggots for brains
2026-06-28,Ecuador,1,BTS,SWIM
2026-06-28,Ecuador,2,BTS,Hooligan
2026-06-28,Ecuador,3,BTS,Body to Body
2026-06-28,Ecuador,4,BTS,they don’t know ’bout us
2026-06-28,Ecuador,5,BTS,2.0
2026-06-28,Venezuela,1,BTS,SWIM
2026-06-28,Venezuela,2,BTS,Hooligan
2026-06-28,Venezuela,3,BTS,Body to Body
2026-06-28,Venezuela,4,BTS,2.0
2026-06-28,Venezuela,5,BTS,Merry Go Round
2026-06-28,Uruguay,1,Olivia Rodrigo,stupid song
2026-06-28,Uruguay,2,Olivia Rodrigo,the cure
2026-06-28,Uruguay,3,Olivia Rodrigo,my way
2026-06-28,Uruguay,4,Olivia Rodrigo,maggots for brains
2026-06-28,Uruguay,5,Olivia Rodrigo,expectations
2026-06-28,Costa Rica,1,Olivia Rodrigo,the cure
2026-06-28,Costa Rica,2,Olivia Rodrigo,stupid song
2026-06-28,Costa Rica,3,Olivia Rodrigo,honeybee
2026-06-28,Costa Rica,4,BTS,Body to Body
2026-06-28,Costa Rica,5,BTS,Hooligan
2026-06-28,Panama,1,BTS,SWIM
2026-06-28,Panama,2,BTS,Body to Body
2026-06-28,Panama,3,BTS,Come Over
2026-06-28,Panama,4,BTS,Merry Go Round
2026-06-28,Panama,5,BTS,Hooligan
2026-06-28,Dominican Republic,1,BTS,SWIM
2026-06-28,Dominican Republic,2,BTS,Body to Body
2026-06-28,Dominican Republic,3,BTS,Hooligan
2026-06-28,Dominican Republic,4,BTS,Come Over
2026-06-28,Dominican Republic,5,BTS,2.0
2026-06-28,Jamaica,1,Malcolm Todd,Earrings
2026-06-28,Jamaica,2,PinkPantheress,Stateside + Zara Larsson
2026-06-28,Jamaica,3,Olivia Rodrigo,the cure
2026-06-28,Jamaica,4,F3miii,NOBLE
2026-06-28,Jamaica,5,Michael Jackson,Chicago
2026-06-28,Iceland,1,Olivia Rodrigo,stupid song
2026-06-28,Iceland,2,PinkPantheress,Stateside + Zara Larsson
2026-06-28,Iceland,3,Malcolm Todd,Earrings
2026-06-28,Iceland,4,Olivia Rodrigo,the cure
2026-06-28,Iceland,5,Ariana Grande,hate that i made you love me
2026-06-28,Croatia,1,Olivia Rodrigo,stupid song
2026-06-28,Croatia,2,Olivia Rodrigo,the cure
2026-06-28,Croatia,3,Buba Corelli,Topovska
2026-06-28,Croatia,4,Olivia Rodrigo,drop dead
2026-06-28,Croatia,5,Olivia Rodrigo,my way
2026-06-28,Serbia,1,Buba Corelli,Topovska
2026-06-28,Serbia,2,Olivia Rodrigo,stupid song
2026-06-28,Serbia,3,Jala Brat,Bass & Rave
2026-06-28,Serbia,4,2soma,Señorita
2026-06-28,Serbia,5,Olivia Rodrigo,the cure
2026-06-28,Bulgaria,1,Simona,Прахосмукачка
2026-06-28,Bulgaria,2,PinkPantheress,Stateside + Zara Larsson
2026-06-28,Bulgaria,3,Olivia Rodrigo,stupid song
2026-06-28,Bulgaria,4,Olivia Rodrigo,the cure
2026-06-28,Bulgaria,5,Olivia Rodrigo,expectations
2026-06-28,Romania,1,PinkPantheress,Stateside + Zara Larsson
2026-06-28,Romania,2,Berechet,DEUCESS
2026-06-28,Romania,3,Olivia Rodrigo,the cure
2026-06-28,Romania,4,Malcolm Todd,Earrings
2026-06-28,Romania,5,Michael Jackson,Chicago
2026-06-28,Slovakia,1,Olivia Rodrigo,the cure
2026-06-28,Slovakia,2,Olivia Rodrigo,stupid song
2026-06-28,Slovakia,3,PinkPantheress,Stateside + Zara Larsson
2026-06-28,Slovakia,4,Olivia Rodrigo,drop dead
2026-06-28,Slovakia,5,Justin Bieber,Beauty and a Beat
2026-06-28,Czech Republic,1,Olivia Rodrigo,the cure
2026-06-28,Czech Republic,2,Olivia Rodrigo,stupid song
2026-06-28,Czech Republic,3,Yzomandias,COUPÉ
2026-06-28,Czech Republic,4,Yzomandias,AMAMRAD
2026-06-28,Czech Republic,5,Yzomandias,thank you based god
2026-06-28,Hungary,1,beton.hofi,BE VAGYOK ZÁRVA
2026-06-28,Hungary,2,Olivia Rodrigo,stupid song
2026-06-28,Hungary,3,Olivia Rodrigo,the cure
2026-06-28,Hungary,4,Desh,TIP TIP
2026-06-28,Hungary,5,beton.hofi,MIRE SZÁMÍTOTTÁL
2026-06-28,Lithuania,1,Solo Ansamblis,Meilės Mašina
2026-06-28,Lithuania,2,Free Finga,Vienas
2026-06-28,Lithuania,3,PinkPantheress,Stateside + Zara Larsson
2026-06-28,Lithuania,4,Olivia Rodrigo,stupid song
2026-06-28,Lithuania,5,Ba.,(PA)LAIKAI MANE
2026-06-28,Latvia,1,Olivia Rodrigo,stupid song
2026-06-28,Latvia,2,Apvedceļš,Zemenes
2026-06-28,Latvia,3,Olivia Rodrigo,the cure
2026-06-28,Latvia,4,Empire of the Sun,We Are the People
2026-06-28,Latvia,5,Jauns Mēness,"Ai, jel manu vieglu prātu"
2026-06-28,Estonia,1,villemdrillem,mr. atškoo
2026-06-28,Estonia,2,Nublu,kesselaid
2026-06-28,Estonia,3,Olivia Rodrigo,stupid song
2026-06-28,Estonia,4,Olivia Rodrigo,the cure
2026-06-28,Estonia,5,PinkPantheress,Stateside + Zara Larsson
2026-06-28,Luxembourg,1,Olivia Rodrigo,drop dead
2026-06-28,Luxembourg,2,Olivia Rodrigo,stupid song
2026-06-28,Luxembourg,3,PinkPantheress,Stateside + Zara Larsson
2026-06-28,Luxembourg,4,Olivia Rodrigo,the cure
2026-06-28,Luxembourg,5,OneRepublic,Counting Stars
2026-06-28,Morocco,1,Malcolm Todd,Earrings
2026-06-28,Morocco,2,Stormy,SKI
2026-06-28,Morocco,3,PinkPantheress,Stateside + Zara Larsson
2026-06-28,Morocco,4,Najm,GHALAT
2026-06-28,Morocco,5,Drake,Janice STFU
2026-06-28,Kenya,1,BTS,Body to Body
2026-06-28,Kenya,2,BTS,Come Over
2026-06-28,Kenya,3,BTS,SWIM
2026-06-28,Kenya,4,Drake,Janice STFU
2026-06-28,Kenya,5,BTS,2.0
2026-06-28,Nigeria,1,Asake,Gratitude
2026-06-28,Nigeria,2,Asake,Forgiveness
2026-06-28,Nigeria,3,BTS,SWIM
2026-06-28,Nigeria,4,Blaqbonez,Chanel (feat. Asake)
2026-06-28,Nigeria,5,BTS,Body to Body
2026-06-28,Ghana,1,BTS,SWIM
2026-06-28,Ghana,2,BTS,Hooligan
2026-06-28,Ghana,3,BTS,FYA
2026-06-28,Ghana,4,BTS,Merry Go Round
2026-06-28,Ghana,5,BTS,2.0
2026-06-28,Pakistan,1,BTS,SWIM
2026-06-28,Pakistan,2,BTS,Body to Body
2026-06-28,Pakistan,3,BTS,Come Over
2026-06-28,Pakistan,4,BTS,Hooligan
2026-06-28,Pakistan,5,BTS,Like Animals
2026-06-28,Bangladesh,1,BTS,Come Over
2026-06-28,Bangladesh,2,BTS,SWIM
2026-06-28,Bangladesh,3,BTS,Body to Body
2026-06-28,Bangladesh,4,BTS,they don’t know ’bout us
2026-06-28,Bangladesh,5,BTS,Like Animals
2026-06-28,Sri Lanka,1,BTS,Body to Body
2026-06-28,Sri Lanka,2,BTS,SWIM
2026-06-28,Sri Lanka,3,BTS,Come Over
2026-06-28,Sri Lanka,4,BTS,Hooligan
2026-06-28,Sri Lanka,5,BTS,2.0
